id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
2100,07/20/2010,12:15:00,United Kingdom,"tunnel on train line from Aighburth to Liverpool, England",landslide,Landslide,Downpour,,0,,,http://www.liverpoolecho.co.uk/liverpool-news/local-news/2010/07/21/merseyrail-train-stranded-for-hours-after-power-cut-and-landslide-100252-26896240/,,Known_within_1_km,Small,,glc,2100,United Kingdom,Bromborough,3.53281,England,Wirral,14850,GB,EU,h55Ikcgc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,53.3705,-2.9411,"(53.3705, -2.9411)"
2101,07/20/2010,,United States,"Doney Park and Timberline subdivisions of Flagstaff, near Schultz Peak, Az ",landslide,Debris_Flow,Downpour,,0,,,http://www.nagalandpost.com/ShowStory.aspx?npoststoryiden=UzEwMjg5OTY%3D-LvoR7D2GhjI%3D,,Known_within_10_km,Medium,,glc,2101,United States,Flagstaff,11.507379999999999,Arizona,Coconino County,65870,US,NA,SJsssJgKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.290199999999999,-111.5932,"(35.290199999999999, -111.5932)"
2102,07/20/2010,Early Morning,China,"Xujiaping village(?), Mianning county, Liangshan Yi Autonomous Prefecture, Sichuan",landslide,Landslide,Downpour,,0,,,http://arizonageology.blogspot.com/2010/08/debris-flow-assessment-above-flagstaff.html,,Known_within_50_km,Medium,,glc,2102,China,Chengxiang,1.48057,Sichuan,,0,CN,AS,S95cUdQQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.544599999999999,102.1803,"(28.544599999999999, 102.1803)"
2103,07/20/2010,,India,"Badrinath and Yamunotri shrines(?), Garhwal region, Uttarakhand",landslide,Landslide,Downpour,,0,,,http://news.xinhuanet.com/english2010/china/2010-07/20/c_13406188.htm,,Known_within_50_km,Medium,,glc,2103,India,Lansdowne,17.361619999999998,Uttarakhand,,8198,IN,AS,D5rqglQBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.9862,78.611500000000007,"(29.9862, 78.611500000000007)"
2104,07/20/2010,,India,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",landslide,Landslide,Downpour,,0,,,http://www.dnaindia.com/india/report_three-killed-as-heavy-rains-continue-to-lash-uttarakhand_1412378,,Known_within_50_km,Medium,,glc,2104,India,Champawat,5.43573,Uttarakhand,,4668,IN,AS,s5U0fkBKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.36,80.126000000000005,"(29.36, 80.126000000000005)"
2105,07/20/2010,Evening,India,"Bhimtal area, Naintal district, Uttarakhand",landslide,Landslide,Downpour,,1,,,,,Known_within_10_km,Medium,,glc,2105,India,Bhīm Tāl,1.83184,Uttarakhand,,6625,IN,AS,DGlWylcQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.357600000000001,79.551900000000003,"(29.357600000000001, 79.551900000000003)"
2106,07/20/2010,,India,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",landslide,Landslide,Downpour,,0,,,,,Known_within_15_km,Medium,,glc,2106,India,Mon,16.42483,Nāgāland,,18742,IN,AS,D5Mc7gQc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,26.871600000000001,94.992099999999994,"(26.871600000000001, 94.992099999999994)"
2107,07/21/2010,,Guatemala,"between Tiera Nueva neigborhood and nearby forest, Chinautla, 10 mi north of Guatemala city",landslide,Landslide,Downpour,,5,,,http://himalnews.wordpress.com/2010/07/22/natural-disasters-landslides-destroy-houses/,,Known_within_1_km,Medium,,glc,2107,Guatemala,Chinautla,3.85648,Guatemala,,97172,GT,NA,S57x89dB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,14.6808,-90.5214,"(14.6808, -90.5214)"
2108,07/21/2010,8:00:00,United States,"just west of Tallow Ridge rd on rt 7, Chesapeake, OH",landslide,Landslide,Downpour,,0,,,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16168,,Known_within_1_km,Medium,,glc,2108,United States,Huntington,2.97869,West Virginia,Cabell County,49138,US,NA,SGqrnsFBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,38.426200000000001,-82.478099999999998,"(38.426200000000001, -82.478099999999998)"
2109,07/21/2010,,Bhutan,Sunkosh-Dagana rd,landslide,Landslide,Downpour,,0,,,http://www.daijiworld.com/news/news_disp.asp?n_id=81678&n_tit=Mangalore%3A+Rain+Damage+%96+Traffic+Disruption+in+Adyar%2C+Landslide+Isolates+Manila,,Known_within_15_km,Medium,,glc,2109,Bhutan,Daga,7.2341,Daga,,2243,BT,AS,SGy7StKQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.0502,89.944199999999995,"(27.0502, 89.944199999999995)"
2110,07/21/2010,2:00:00,Bhutan,,landslide,Landslide,Downpour,,3,,,http://www.herald-dispatch.com/news/briefs/x1412181200/Couple-survive-close-call-with-falling-boulders,,Known_within_10_km,Medium,,glc,2110,Bhutan,Phuntsholing,1.08837,Chhukha,,17043,BT,AS,s5zOhtQKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,26.8599,89.394300000000001,"(26.8599, 89.394300000000001)"
2111,07/21/2010,,India,"Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka",landslide,Landslide,Downpour,,0,,,http://himalnews.wordpress.com/2010/07/22/natural-disasters-landslides-destroy-houses/,,Known_within_10_km,Medium,,glc,2111,India,Bantvāl,8.052479999999999,Karnataka,,37619,IN,AS,DG0kuygcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,12.8277,75.077200000000005,"(12.8277, 75.077200000000005)"
2112,07/21/2010,Early Morning,India,"Zang(?), east Sikkim",landslide,Landslide,Downpour,,0,,,http://edition.cnn.com/2010/WORLD/americas/07/22/guatemala.landslide/#fbid=bnnV7ML6laj&wom=false,,Unknown,Medium,,glc,2112,India,Mangan,13.207879999999999,,,1464,IN,AS,D9_VStccW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.550899999999999,88.647499999999994,"(27.550899999999999, 88.647499999999994)"
2113,07/21/2010,Early Morning,India,"Singtam-Mangan rd, Sikkim",landslide,Landslide,Downpour,,0,,,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,,Known_within_25_km,Medium,,glc,2113,India,Gangtok,7.76559,Sikkim,,30700,IN,AS,D5CHsuQK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.377300000000002,88.558999999999997,"(27.377300000000002, 88.558999999999997)"
2114,07/22/2010,Overnight,Mexico,"Escuintla municipality, Chiapas",landslide,Mudslide,Downpour,,3,,,http://www.laht.com/article.asp?ArticleId=361041&CategoryId=14091,,Known_within_15_km,Medium,,glc,2114,Mexico,Escuintla,1.41805,Chiapas,Escuintla,9570,MX,NA,s9QGk5dQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,15.325799999999999,-92.669799999999995,"(15.325799999999999, -92.669799999999995)"
2115,07/22/2010,,Mexico,"San Cristobal de Las Casas, Chiapas",landslide,Rockfall,Downpour,,0,,,http://www.laht.com/article.asp?ArticleId=361041&CategoryId=14091,,Known_within_5_km,Small,,glc,2115,Mexico,San Cristóbal de Las Casas,0.94118,Chiapas,,128996,MX,NA,hGy9kJmQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.729399999999998,-92.638900000000007,"(16.729399999999998, -92.638900000000007)"
2116,07/22/2010,,Bhutan,Phuentsholing-Thimphu highway,landslide,Landslide,Downpour,,0,,,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16168,,Known_within_10_km,Medium,,glc,2116,Bhutan,Tsimasham,4.30817,Chhukha,,2855,BT,AS,h9aRhZQQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.067399999999999,89.561499999999995,"(27.067399999999999, 89.561499999999995)"
2117,07/22/2010,,Bhutan,Punakha-Gasa rd,landslide,Landslide,Downpour,,0,,,http://www.dnaindia.com/india/report_amarnath-pilgrims-held-up-on-j-and-k-highway-due-to-landslides_1413298,,Known_within_50_km,Medium,,glc,2117,Bhutan,Gasa,19.99953,Gasa,,548,BT,AS,D9QUSuKcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.812200000000001,89.901899999999998,"(27.812200000000001, 89.901899999999998)"
2118,07/22/2010,5:00:00,India,"near Panthal, between Ramban and Ramsu(?), on Jammu-Srinagar hwy, Jammu and Kashmir",landslide,Landslide,Downpour,,0,,,http://www.hindustantimes.com/Landslides-floods-kill-2-in-Konkan-roads-tracks-blocked/Article1-576331.aspx,,Known_within_10_km,Medium,,glc,2118,India,Banihāl,3.04809,Kashmir,,3278,IN,AS,h55_tTmB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,33.389299999999999,75.203000000000003,"(33.389299999999999, 75.203000000000003)"
2119,07/22/2010,,India,Rajapur-Vaibhavwadi section of the Konkan railway,landslide,Landslide,Downpour,,0,,,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,,Known_within_15_km,Medium,,glc,2119,India,Rājāpur,18.243230000000001,Maharashtra,,10718,IN,AS,hJgZlyFc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.567599999999999,73.660799999999995,"(16.567599999999999, 73.660799999999995)"
2120,07/22/2010,,India,"Patlot-Aghora road, Almora District ",landslide,Landslide,Downpour,,1,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",,Known_within_10_km,Medium,,glc,2120,India,Almora,1.36937,Uttarakhand,,32442,IN,AS,D9yCfkKQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.609500000000001,79.662800000000004,"(29.609500000000001, 79.662800000000004)"
2122,07/23/2010,,Vietnam,"Tan Phuong commune(?), Yen Bai province",landslide,Landslide,Downpour,,0,,,http://vietnamnews.vnagency.com.vn/Miscellany/201843/Floods-landslides-accompany-storm-.html,,Unknown,Medium,,glc,2122,Vietnam,Sơn Thịnh,16.63269,Yên Bái,,0,VN,AS,DGFQ7mKBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,21.642900000000001,104.45910000000001,"(21.642900000000001, 104.45910000000001)"
2123,07/23/2010,14:30:00,United States,"US 160 just east of CR 207, west of Durango, CO",landslide,Rockfall,Downpour,,0,,,http://news.xinhuanet.com/english2010/video/2010-07/24/c_13412985.htm,,Known_within_1_km,Small,,glc,2123,United States,Durango,4.891,Colorado,La Plata County,16887,US,NA,sGSfs5gQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,37.274299999999997,-107.93519999999999,"(37.274299999999997, -107.93519999999999)"
2124,07/23/2010,,United States,"Water Canyon rd leading to Magdalena Ridge observatory, Magdalena, NM",landslide,Landslide,Downpour,,0,,,http://www.kob.com/article/stories/S1666497.shtml?cat=504,,Known_within_5_km,Small,,glc,2124,United States,Socorro,25.682120000000001,New Mexico,Socorro County,9051,US,NA,h5BRhGFBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,33.991700000000002,-107.15770000000001,"(33.991700000000002, -107.15770000000001)"
2125,07/23/2010,Night,China,"Longhai railway between Tongguan and Taiyao(?)(Taiyu?), Shaanxi",landslide,Landslide,Downpour,,0,,,http://www.durangoherald.com/sections/News/2010/07/24/Rain_pushes_boulder_onto_road/,,Known_within_25_km,Medium,,glc,2125,China,Taoxia,5.45679,Shaanxi,,0,CN,AS,SGYc4FQQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,34.520800000000001,110.0312,"(34.520800000000001, 110.0312)"
2126,07/24/2010,,Indonesia,Southern part of Buru Island,landslide,Mudslide,Rain,,18,,,http://www.asianetindia.com/news/mudslide-konkan-route-disrupts-train-movement_175976.html,,Known_within_50_km,Medium,,glc,2126,Indonesia,Leksula,19.761299999999999,Maluku,,0,ID,AS,h9-lWOgqdh,2,Thu Sep 11 2014 17:52:29 GMT+0000 (UTC),2124175117,-3.644,126.6609,"(-3.6440000000000001, 126.6609)"
2157,07/29/2010,,Trinidad and Tobago,Western Main Road,landslide,Landslide,Downpour,,0,,,http://www.i955fm.com/News.aspx?id=8920,,Known_within_15_km,Small,,glc,2157,Trinidad and Tobago,Mucurapo,7.4331,City of Port of Spain,,4342,TT,NA,hJ-Y4ugK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.687099999999999,-61.600200000000001,"(10.687099999999999, -61.600200000000001)"
2127,07/24/2010,9:00:00,Vietnam,"Khuay Hao village(?) and others, Yen Minh district, Ha Giang province",landslide,Landslide,Tropical_Cyclone,Typhoon Chanthu,5,,,https://web.archive.org/web/20101028151859/http://english.vovnews.vn/Home/Landslides-kill-two-in-Ha-Giang/20107/117842.vov,,Known_within_50_km,Medium,,glc,2127,Vietnam,Thị Trấn Yên Minh,1.51885,Hà Giang,,0,VN,AS,sGoK4FBBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,23.1172,105.1564,"(23.1172, 105.1564)"
2128,07/24/2010,,Vietnam,"Na Tri commune(?), Xin Man district, Ha Giang province",landslide,Landslide,Tropical_Cyclone,Typhoon Chanthu,1,,,https://web.archive.org/web/20101028151859/http://english.vovnews.vn/Home/Landslides-kill-two-in-Ha-Giang/20107/117842.vov,,Known_within_25_km,Medium,,glc,2128,Vietnam,Thị Trấn Vinh Quang,13.272,Hà Giang,,0,VN,AS,sJvBUgQKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,22.6966,104.5595,"(22.6966, 104.5595)"
2129,07/24/2010,,Vietnam,Lao Cai province,landslide,Landslide,Downpour,,1,,,http://www.saigon-gpdaily.com.vn/National/2010/7/84192/,,Unknown,Medium,,glc,2129,Vietnam,Sa Pá,13.197789999999999,Lào Cai,,138622,VN,AS,S5hHUdKcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,22.293099999999999,103.9618,"(22.293099999999999, 103.9618)"
2130,07/24/2010,Early Morning,China,"Huating county, Pingliang city, Gansu province",landslide,Landslide,Downpour,,13,,,http://news.xinhuanet.com/english2010/china/2010-07/24/c_13413557.htm,,Known_within_25_km,Medium,,glc,2130,China,Donghua,13.452030000000001,Gansu Sheng,,0,CN,AS,hG8b7dQcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.171900000000001,106.52549999999999,"(35.171900000000001, 106.52549999999999)"
2131,07/24/2010,,China,"Qiaoergou village(?), Shanyang county, Shaanxi province",landslide,Complex,Downpour,,6,,CNN,http://www.cnn.com/2010/WORLD/asiapcf/07/27/china.mud.slide.deaths/?hpt=T2,Unknown,Known_within_50_km,Large,,glc,2131,China,Shangjin,45.499949999999998,Hubei,,0,CN,AS,D5BY4mBQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,33.531999999999996,109.88209999999999,"(33.531999999999996, 109.88209999999999)"
2132,07/24/2010,Morning,India,"Konkan railway near Adavli Station, Maharashtra",landslide,Mudslide,Downpour,,,,Unknown,,Above_road,Known_within_15_km,Medium,,glc,2132,India,Lānja,8.124090000000001,Maharashtra,,13121,IN,AS,DG4n8qFQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.939114270000001,73.474589399999999,"(16.939114270000001, 73.474589399999999)"
2133,07/25/2010,,Indonesia,"Buru island, eastern Maluku",landslide,Landslide,Downpour,,18,,Jakarta Post,https://web.archive.org/web/20100726172208/http://www.thejakartapost.com/news/2010/07/25/landslides-floods-kill-21-maluku-s-kalimantan.html,,Unknown,Large,,glc,2133,Indonesia,Leksula,39.507599999999996,Maluku,,0,ID,AS,SGqHUmccU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-3.4326,126.64570000000001,"(-3.4325999999999999, 126.64570000000001)"
2134,07/25/2010,,India,Nivsar area,landslide,Landslide,Downpour,,,,DNA India,http://www.dnaindia.com/india/report_heavy-showers-trigger-landslides-in-maharashtra-himachal-pradesh_1414542,Unknown,Known_within_5_km,Medium,,glc,2134,India,Lānja,13.91342,Maharashtra,,13121,IN,AS,sG7S8TdB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.940541880000001,73.46485294,"(16.940541880000001, 73.46485294)"
2135,07/25/2010,,India,Dharamsala roads,landslide,Landslide,Downpour,,0,,,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,,Known_within_10_km,Medium,,glc,2135,India,Dharmsāla,5.61442,Himachal Pradesh,,19540,IN,AS,D5E8dfdK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,32.206699999999998,76.364099999999993,"(32.206699999999998, 76.364099999999993)"
2136,07/25/2010,,India,Solan roads,landslide,Landslide,Downpour,,0,,,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,,Known_within_15_km,Medium,,glc,2136,India,Solan,1.24099,Himachal Pradesh,,40283,IN,AS,D5L9ByFK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.904,77.096900000000005,"(30.904, 77.096900000000005)"
2137,07/25/2010,,India,Nahan roads,landslide,Landslide,Downpour,,0,,,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,,Known_within_5_km,Medium,,glc,2137,India,Nāhan,0.52535,Himachal Pradesh,,27544,IN,AS,DGdUslcc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.558900000000001,77.288899999999998,"(30.558900000000001, 77.288899999999998)"
2138,07/25/2010,Morning,India,"Kanlog, Shimla, Himachal Pradesh",landslide,Landslide,Downpour,,2,,Himvani,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,Urban_area,Known_within_5_km,Medium,,glc,2138,India,Shimla,1.25818,Himachal Pradesh,,173503,IN,AS,sGXfSlcBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.0931,77.167500000000004,"(31.0931, 77.167500000000004)"
2139,07/25/2010,,India,Ruldu Bhatta locality near Lakkar Bazaar,landslide,Landslide,Downpour,,0,3,Indian Express,http://archive.indianexpress.com/news/two-dead-as-heavy-rains-cause-landslides-in/651713/,Urban_area,Known_within_5_km,Medium,,glc,2139,India,Shimla,0.58978,Himachal Pradesh,,173503,IN,AS,h9ewhnccU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.105399999999999,77.172700000000006,"(31.105399999999999, 77.172700000000006)"
2140,07/25/2010,,India,"road between Halfong and Redzol(?) or Silchar, Assam",landslide,Landslide,Downpour,,0,,,https://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp,,Known_within_25_km,Medium,,glc,2140,India,Silchar,24.4132,Assam,,152393,IN,AS,hJ2bWmccW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,25.047699999999999,92.801000000000002,"(25.047699999999999, 92.801000000000002)"
2141,07/25/2010,,Pakistan,"Moorkhun, Jamalabad and Ghalapan, Avgarch and Moorkhun Nalla",landslide,Debris_Flow,Rain,,0,,Pamir Times,http://pamirtimes.net/2010/07/30/destroyed-link-road-and-water-channel-in-avgrach-valley-remain-unnoticed/,,Known_within_50_km,Medium,,glc,2141,Pakistan,Swābi,1.96341,Khyber Pakhtunkhwa,,97363,PK,AS,D9qjIfmB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,34.104199999999999,72.459999999999994,"(34.104199999999999, 72.459999999999994)"
2142,07/26/2010,15:45:00,United States,"highway 145 between Fall Creek and Placerville, San Miquel county, CO",landslide,Mudslide,Downpour,,0,,,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=21518,,Known_within_5_km,Medium,,glc,2142,United States,Mountain Village,17.96218,Colorado,San Miguel County,1320,US,NA,hGqjDGdK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,38.005299999999998,-108.03830000000001,"(38.005299999999998, -108.03830000000001)"
2143,07/26/2010,0:30:00,China,"Gongshan county, Yunnan",landslide,Landslide,Downpour,,3,,,http://www.bangkokpost.com/news/asia/187972/11-missing-in-china-landslides-state-media,,Unknown,Medium,,glc,2143,China,Cikai,16.739360000000001,Yunnan,,0,CN,AS,hJUH4FBQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.887799999999999,98.807500000000005,"(27.887799999999999, 98.807500000000005)"
2144,07/26/2010,,China,"Yongsheng County, Lijiang City, Yunnan",landslide,Landslide,Downpour,,6,,,"http://indiatoday.intoday.in/site/Story/106731/India/landslide-halts-konkan-railway-traffic,-passengers-stranded.html",,Known_within_50_km,Medium,,glc,2144,China,Yongbei,5.15535,Yunnan,,0,CN,AS,s55qWgQK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,26.684200000000001,100.7508,"(26.684200000000001, 100.7508)"
2145,07/26/2010,,India,"Nivsar, Maharashtra",landslide,Landslide,Downpour,,,,India Today,http://indiatoday.intoday.in/story/landslide-halts-konkan-railway-traffic-passengers-stranded/1/106731.html,Above_road,Known_within_5_km,Medium,,glc,2145,India,Lānja,13.91342,Maharashtra,,13121,IN,AS,s51DkqgBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.940572320000001,73.464763770000005,"(16.940572320000001, 73.464763770000005)"
2146,07/26/2010,,Nepal,"Pokhara-Baglung road, Armadi(?), Parvat(?), Dhaulagiri(Dhawalgiri)",landslide,Landslide,Downpour,,0,,,http://english.cri.cn/6909/2010/07/27/2021s585208.htm,,Known_within_25_km,Medium,,glc,2146,Nepal,Pokhara,18.075510000000001,Western Region,Gandakī Zone,200000,NP,AS,D5eO7lQQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.264900000000001,83.784300000000002,"(28.264900000000001, 83.784300000000002)"
2147,07/26/2010,,Nepal,Baglung-Burtibang(Burtiwang) rd,landslide,Landslide,Downpour,,0,,,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=21518,,Known_within_25_km,Medium,,glc,2147,Nepal,Bāglung,21.132239999999999,Western Region,,23296,NP,AS,s9FZW8KBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.3034,83.377300000000005,"(28.3034, 83.377300000000005)"
2148,07/26/2010,,Nepal,rural roads in Myagdi district to Beni,landslide,Landslide,Downpour,,0,,,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=21518,,Known_within_25_km,Medium,,glc,2148,Nepal,Chitre,16.593599999999999,Western Region,Dhawalāgiri Zone,2860,NP,AS,S5sYWlKcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.476299999999998,83.530900000000003,"(28.476299999999998, 83.530900000000003)"
2149,07/27/2010,Afternoon,United States,"rt 145 between Gutshall Draw and Beaver Creek, CO",landslide,Mudslide,Downpour,,0,,,http://www.telluridenews.com/articles/2010/07/27/norwood_post/news/doc4c4f9dad87253204030469.txt,,Known_within_10_km,Medium,,glc,2149,United States,Mountain Village,27.475059999999999,Colorado,San Miguel County,1320,US,NA,hGmbS9FKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,38.060400000000001,-108.1234,"(38.060400000000001, -108.1234)"
2150,07/27/2010,,United States,"Taylor ave, Bellevue, KY",landslide,Landslide,Downpour,,0,,,http://www.fox19.com/Global/story.asp?S=12809473,,Known_within_1_km,Small,,glc,2150,United States,Bellevue,0.99029,Kentucky,Campbell County,5955,US,NA,sJCS6hFcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.098100000000002,-84.474800000000002,"(39.098100000000002, -84.474800000000002)"
2151,07/27/2010,5:00:00,China,"Wangong village(?), Ermanshan Mountain(?), Hanyuan county, Sichuan",landslide,Landslide,Downpour,,0,,,http://www.google.com/hostednews/ap/article/ALeqM5h4WzWeMJ7PKISlH1gvwNg_5weS1wD9H76QQG0,,Known_within_1_km,Large,,glc,2151,China,Shirong,8.703150000000001,Sichuan,,0,CN,AS,D96q4dBK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.319900000000001,102.73480000000001,"(29.319900000000001, 102.73480000000001)"
2152,07/27/2010,Morning,Nepal,"Prithivi highway at Jogimara, Dhading",landslide,Landslide,Downpour,,,,Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+halts+Jogimara+traffic+&NewsID=251238&a=3,Above_road,Known_within_5_km,Medium,,glc,2152,Nepal,Bharatpur,28.90701,Central Region,Nārāyanī Zone,107157,NP,AS,hJi90nKBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.812295120000002,84.67982275,"(27.812295120000002, 84.67982275)"
2153,07/28/2010,Afternoon,Philippines,"Patilong, Banaue, Ifugao province",landslide,Complex,Downpour,,1,,ABS-CBN,http://www.abs-cbnnews.com/nation/regions/07/29/10/landslide-kills-grade-1-pupil-banaue,Unknown,Known_within_1_km,Medium,,glc,2153,Philippines,Banaue,0.66903,Cordillera Administrative Region,Ifugao,2497,PH,AS,S9uy4gccU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,16.917929180000002,121.0580434,"(16.917929180000002, 121.0580434)"
2154,07/28/2010,Evening,United States,"US 97a nine mi south(by road?) of Chelan, WA",landslide,Complex,Downpour,,0,,,http://seattletimes.nwsource.com/html/localnews/2012475637_apwamudslidehighway.html,,Known_within_5_km,Medium,,glc,2154,United States,Chelan,7.51546,Washington,Chelan County,3890,US,NA,hG8C9pPc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,47.774099999999997,-120.0311,"(47.774099999999997, -120.0311)"
2155,07/28/2010,16:30:00,United States,"culvert on Indian Creek rd(Forest Service road 1308), 2 mi from US 12, Silver Beach, Yakima county, WA",landslide,Mudslide,Downpour,,0,,,http://www.yakima-herald.com/stories/2010/07/29/indian-creek-road-mudslide-cleared-away,,Known_within_1_km,Small,,glc,2155,United States,Tieton,37.155189999999997,Washington,Yakima County,1191,US,NA,sGxH53PQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,46.652099999999997,-121.2355,"(46.652099999999997, -121.2355)"
2156,07/29/2010,,Trinidad and Tobago,Goodwood Park,landslide,Landslide,Downpour,,0,,,http://www.i955fm.com/News.aspx?id=8920,,Known_within_10_km,Small,,glc,2156,Trinidad and Tobago,Petit Valley,4.00979,Diego Martin,,8140,TT,NA,SJseWPdBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.6859,-61.567100000000003,"(10.6859, -61.567100000000003)"
2158,07/29/2010,,Trinidad and Tobago,"Lady Young Road, ",landslide,Landslide,Downpour,,0,,,http://www.i955fm.com/News.aspx?id=8920,,Known_within_10_km,Small,,glc,2158,Trinidad and Tobago,Port-of-Spain,2.15046,City of Port of Spain,,49031,TT,NA,S9NX4ZdKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.6738,-61.500599999999999,"(10.6738, -61.500599999999999)"
